Mobility (m/s),Number of Antennas,SIFT Keypoints,Beamforming Gain (dB),Latency (ms),Throughput (Mbps),Beam Training Time (s),Environment_Outdoor
2.745270205221129,512,153,17.849386943334924,1.781766171875645,367.2505863582148,0.0333300813618024,False
1.6399446605633654,512,291,15.402432298206872,1.3546858176135093,539.5967260421501,0.0575975599011393,False
2.077308453973109,256,310,16.119439033085897,3.925518790526338,820.3245882909366,0.1414573987749124,False
2.4389572161482804,256,260,19.46551263568073,3.131316347083924,699.8231764483345,0.0275603542119633,False
2.0295401573317395,512,116,21.818964076566505,1.236679540162017,205.8396549388316,0.1442699021839734,False
2.35504963151117,512,456,15.421979927477732,7.712778145287997,240.3270423158103,0.1213853476856799,True
2.1885246859571903,512,173,13.116559441595925,1.7963820612911263,469.1473923075736,0.1913292769547858,True
0.7188354973410134,512,341,20.29304384533303,3.8143067250745375,652.3107269805743,0.05185176807614112,True
2.417776200352864,128,464,16.708206111906776,5.100547365701566,370.2029088228925,0.1188431628075225,False
2.4074393100936775,71,215,22.60591599891333,1.4847171992669002,869.9126357407422,0.0516086361246757,True
1.6459628123836871,512,259,19.57232438434616,2.3520305432898265,854.0697962972704,0.08565185965346794,True
0.4941190602968877,128,469,17.503472183887027,9.303608342161969,737.2101977841605,0.1417221412076565,True
1.5180774646721742,157,381,16.85742263134801,4.550206610464957,804.4851755038985,0.09672433573158351,False
0.3921311302205984,64,317,11.53396421495674,4.753478833326286,948.1625782812912,0.0145852279515851,False
2.330131670865544,256,477,11.17993087471388,8.071774514980596,697.90136001605,0.0858851161282746,False
2.466309481800677,64,196,14.131868652072551,2.1613310902939302,342.28905208805986,0.0107060590516769,True
1.7857369309808584,512,421,18.574224918985667,2.7007496617705735,525.4324458387429,0.065713879099726,True
1.1496637680993462,235,240,23.030500929004354,3.7935229644849047,700.7577242214064,0.12388455004194643,True
0.9990057391745938,512,198,14.740070842995909,5.520473781358486,532.9169018204157,0.0294560664612402,True
0.186875394390188,512,465,22.76505650195874,5.68513489869256,184.75272842251348,0.0192761879658203,True
1.4231539395161228,512,192,16.27665768462052,4.082053835878783,883.0651527587594,0.09713079443488494,True
1.557908184078807,256,144,21.819015028678272,2.9014126045071036,944.445558855203,0.06322846715829582,True
0.1711641634537629,128,158,21.374539258157775,8.926016162951335,988.9040145101428,0.0903453219887261,True
0.752899984020894,512,468,11.470867728436865,4.566119720835731,636.9772648543615,0.0198388543491828,False
1.5048289136991344,128,386,22.258718796906432,3.8269802138330364,527.6954350472264,0.14209224232870607,True
1.0035338662257964,512,120,12.11664472498974,3.500802101295047,320.1514030625726,0.1274075465471458,True
0.4537404862048037,512,377,20.968316648098693,8.918668432348444,494.1376874626338,0.0328172342485947,False
1.5084109397893664,128,380,22.671391143660713,3.7575238856677116,522.372298135887,0.14842166396130269,True
1.1049285915205451,512,106,13.73805655886931,3.622459474186589,544.2155139420829,0.029054429770992,False
1.6094696460646114,512,202,15.752758871599486,4.058830030391556,868.5786652615266,0.10439823858156845,True
0.1100142808006289,64,306,16.55758074340266,7.45497307909378,774.7775908273343,0.1120112413988801,True
2.1719191663982813,64,387,23.96680677915026,6.402277296401546,294.19749679842045,0.1117223815225916,True
1.9800219396559968,512,424,20.848346499885334,3.322693315399839,531.5454056217344,0.05422024012692414,False
2.419275736185214,112,186,19.46005804504712,3.8427126495332566,538.1758556149714,0.15610558606795136,False
0.5301704044305027,512,157,19.85429133845731,3.730423085480085,949.3226081974958,0.05681368533840228,True
0.5322863084091206,64,482,12.98337554407026,1.2726390383166306,289.4852321540586,0.0760360821892043,True
0.5162642371356423,238,215,20.360268017010505,2.536118279127686,944.2541558767149,0.13627452495726322,True
1.909204110550221,256,367,17.573122226429607,6.427034563869204,791.2778871769447,0.0640207405258753,True
1.8627857024352936,512,183,10.338238322951296,7.52583811587888,846.961758240564,0.0503106399568955,False
0.9284036459058437,64,120,20.09767445651914,1.755694130490569,753.0177709695421,0.11734340551108433,True
2.4533559895708352,512,214,23.02445527241992,1.4301973869197435,392.86446609662846,0.1151925914198546,False
2.6117352751380207,64,168,18.43567570576603,1.4233514807327312,414.79521120557047,0.0958291911264479,True
0.144636116581668,128,330,13.447095121339975,7.34316039932766,343.0018403025224,0.1751031168411758,True
2.2157580033700803,113,164,17.379281257988602,1.5574124699459582,701.1561681065501,0.1345838768851969,True
0.4572480399912523,128,433,24.87839285979463,8.428401800820746,416.48296070251394,0.0286932435763241,False
0.5622358322927467,256,246,14.645922755912975,2.212441577827532,782.2661512787192,0.0180796803686276,True
2.382606059421935,64,168,16.85123110592051,2.3724493243538087,586.2944112243272,0.10509575164088682,False
0.3042624853476495,64,387,10.536493645224027,1.0743876815127256,965.5000949642468,0.199827245881489,False
2.4816983531118453,128,384,23.456533489957152,4.2714653097692405,505.1747256380537,0.13851622571403588,True
0.97402778067018,64,164,14.237480899314468,8.524713476501546,815.5787145942336,0.1848897371166387,False
1.7118292399164892,256,151,24.04360581710805,3.2788673347812165,765.774952651437,0.1750162294302243,False
0.14508691559234416,256,361,19.0848765286053,2.64805359873636,788.2533457736924,0.13791527945851387,False
1.7946758821912163,128,473,17.140310603201797,4.911915862459757,591.273460917786,0.0559968465942459,True
0.7304036590480084,64,127,21.73887046818998,2.371753127236204,752.5208935346832,0.11767103996817287,True
0.6175236301103048,512,498,10.820269311300484,8.412933258855766,954.6419323302684,0.0412166169509697,False
1.7784891169322756,512,376,19.580565517532165,1.6686961901397104,572.4271593683401,0.05987970653514709,True
1.3523156988181462,128,204,22.595897865523696,4.52027123162504,556.2727791796337,0.08210398533659485,True
2.8104673860992757,128,312,16.42997236584227,9.157523341259434,719.9666760705985,0.0344314944569419,False
0.7486385995485183,256,384,22.903799295995565,5.995051051010375,152.70643946843052,0.1728680635216614,False
2.8893453347675218,64,473,11.385187584181484,2.4543816036221906,708.302699837464,0.1099114308901245,True
1.9024264148872103,256,253,20.156595492944174,6.809603369308293,466.4272461003203,0.0861783598393082,True
1.1732446099552822,512,356,21.07526915681792,1.2203223923187996,134.7549450510258,0.0429114924255111,False
1.068478705486406,512,257,21.5921281566632,1.7251942722321842,924.4964704022867,0.09396401382221735,True
2.905466332783152,256,303,19.23589080167759,5.275710820452194,330.3864584117006,0.0167649930381366,True
0.815849178385893,256,188,24.186769693614337,9.13772086797185,228.300631421446,0.0812603335082518,False
1.6768914776071857,128,397,23.658882187118603,1.569280486465542,883.5348616816001,0.10334500530718241,True
2.973767981106565,512,379,14.868311645963892,2.423139126697614,701.1757547399664,0.1359819793345465,True
